"","eruptionID","geyser","eruption_time_epoch","has_seconds","exact","ns","ie","E","A","wc","ini","maj","min","q","duration","entrant","observer","eruption_comment","time_updated","time_entered","associated_primaryID","other_comments","Old_Faithful_Preplay_Time_VEC","Old_Faithful_Height_VEC"
"143","23745","Old Faithful","11917860",0,"1","0","0",0,0,0,0,0,0,0,"4m","BoekelUpload","OFVCL-EV","",1335330443,1335330443,23745,"NULL","NULL","NULL"
"144","23749","Old Faithful","11974320",0,"1","0","0",0,0,0,0,1,0,0,"4m","BoekelUpload","OFVCL-EV","",1335330931,1335330931,23749,"NULL","NULL","NULL"
"145","23750","Old Faithful","11978460",0,"1","0","0",0,0,0,0,0,1,0,"2.75m","BoekelUpload","OFVCL-EV","",1335330931,1335330931,23750,"NULL","NULL","NULL"
"146","23751","Old Faithful","11981160",0,"1","0","0",0,0,0,0,1,0,0,"5m","BoekelUpload","OFVCL-EV","",1335330931,1335330931,23751,"NULL","NULL","NULL"
"147","23752","Old Faithful","11985780",0,"1","0","0",0,0,0,0,0,1,0,"1.5m","BoekelUpload","OFVCL-EV","",1335330931,1335330931,23752,"NULL","NULL","NULL"
"148","23753","Old Faithful","11993880",0,"1","0","0",0,0,0,0,0,1,0,"3.25m","BoekelUpload","OFVCL-EV","",1335330931,1335330931,23753,"NULL","NULL","NULL"
"149","23754","Old Faithful","11997540",0,"1","0","0",0,0,0,0,0,1,0,"3.5m","BoekelUpload","OFVCL-EV","",1335330931,1335330931,23754,"NULL","NULL","NULL"
"150","23755","Old Faithful","12001740",0,"1","0","0",0,0,0,0,1,0,0,"4m","BoekelUpload","OFVCL-EV","",1335330931,1335330931,23755,"NULL","NULL","NULL"
"151","23756","Old Faithful","12005340",0,"1","0","0",0,0,0,0,0,1,0,"3.5m","BoekelUpload","OFVCL-EV","",1335330931,1335330931,23756,"NULL","NULL","NULL"
"152","23757","Old Faithful","12010500",0,"1","0","0",0,0,0,0,0,1,0,"2.5m","BoekelUpload","OFVCL-EV","",1335330931,1335330931,23757,"NULL","NULL","NULL"
"153","23762","Old Faithful","12058680",0,"1","0","0",0,0,0,0,1,0,0,"4.5m","BoekelUpload","OFVCL-EV","",1335330975,1335330975,23762,"NULL","NULL","NULL"
"154","23763","Old Faithful","12062880",0,"1","0","0",0,0,0,0,0,1,0,"3.25m","BoekelUpload","OFVCL-EV","",1335330975,1335330975,23763,"NULL","NULL","NULL"
"155","23764","Old Faithful","12067620",0,"1","0","0",0,0,0,0,1,0,0,"4m","BoekelUpload","OFVCL-EV","",1335330975,1335330975,23764,"NULL","NULL","NULL"
"156","23765","Old Faithful","12071580",0,"1","0","0",0,0,0,0,1,0,0,"3.75m","BoekelUpload","OFVCL-EV","",1335330975,1335330975,23765,"NULL","NULL","NULL"
"157","23766","Old Faithful","12078780",0,"1","0","0",0,0,0,0,0,1,0,"3.5m","BoekelUpload","OFVCL-EV","",1335330975,1335330975,23766,"NULL","NULL","NULL"
"158","23767","Old Faithful","12083520",0,"1","0","0",0,0,0,0,1,0,0,"3.75m","BoekelUpload","OFVCL-EV","",1335330975,1335330975,23767,"NULL","NULL","NULL"
"159","23768","Old Faithful","12087420",0,"1","0","0",0,0,0,0,1,0,0,"4m","BoekelUpload","OFVCL-EV","",1335330975,1335330975,23768,"NULL","NULL","NULL"
"160","23769","Old Faithful","12091320",0,"1","0","0",0,0,0,0,0,1,0,"3m","BoekelUpload","OFVCL-EV","",1335330975,1335330975,23769,"NULL","NULL","NULL"
"161","23770","Old Faithful","12095820",0,"1","0","0",0,0,0,0,0,1,0,"2.5m","BoekelUpload","OFVCL-EV","",1335330975,1335330975,23770,"NULL","NULL","NULL"
"162","23775","Old Faithful","12149160",0,"1","0","0",0,0,0,0,1,0,0,"3.75m","BoekelUpload","OFVCL-EV","",1335331033,1335331033,23775,"NULL","NULL","NULL"
"163","23776","Old Faithful","12153000",0,"1","0","0",0,0,0,0,0,1,0,"3m","BoekelUpload","OFVCL-EV","",1335331033,1335331033,23776,"NULL","NULL","NULL"
"164","23777","Old Faithful","12156960",0,"1","0","0",0,0,0,0,0,1,0,"3.5m","BoekelUpload","OFVCL-EV","",1335331033,1335331033,23777,"NULL","NULL","NULL"
"165","23778","Old Faithful","12160800",0,"1","0","0",0,0,0,0,1,0,0,"4m","BoekelUpload","OFVCL-EV","",1335331033,1335331033,23778,"NULL","NULL","NULL"
"166","23779","Old Faithful","12165360",0,"1","0","0",0,0,0,0,0,1,0,"2.25m","BoekelUpload","OFVCL-EV","",1335331033,1335331033,23779,"NULL","NULL","NULL"
"167","23780","Old Faithful","12168660",0,"1","0","0",0,0,0,0,0,1,0,"3.25m","BoekelUpload","OFVCL-EV","",1335331033,1335331033,23780,"NULL","NULL","NULL"
"168","23781","Old Faithful","12173040",0,"1","0","0",0,0,0,0,0,1,0,"2.5m","BoekelUpload","OFVCL-EV","",1335331033,1335331033,23781,"NULL","NULL","NULL"
"169","23782","Old Faithful","12176460",0,"1","0","0",0,0,0,0,0,1,0,"3.5m","BoekelUpload","OFVCL-EV","",1335331033,1335331033,23782,"NULL","NULL","NULL"
"170","23786","Old Faithful","12232860",0,"1","0","0",0,0,0,0,0,1,0,"3.5m","BoekelUpload","OFVCL-EV","",1335331074,1335331074,23786,"NULL","NULL","NULL"
"171","23787","Old Faithful","12237000",0,"1","0","0",0,0,0,0,0,1,0,"2.75m","BoekelUpload","OFVCL-EV","",1335331074,1335331074,23787,"NULL","NULL","NULL"
"172","23788","Old Faithful","12240180",0,"1","0","0",0,0,0,0,1,0,0,"3.75m","BoekelUpload","OFVCL-EV","",1335331074,1335331074,23788,"NULL","NULL","NULL"
"173","23789","Old Faithful","12244680",0,"1","0","0",0,0,0,0,0,1,0,"2m","BoekelUpload","OFVCL-EV","",1335331074,1335331074,23789,"NULL","NULL","NULL"
"174","23790","Old Faithful","12252000",0,"1","0","0",0,0,0,0,0,1,0,"2.25m","BoekelUpload","OFVCL-EV","",1335331074,1335331074,23790,"NULL","NULL","NULL"
"175","23791","Old Faithful","12255300",0,"1","0","0",0,0,0,0,0,1,0,"3.25m","BoekelUpload","OFVCL-EV","",1335331074,1335331074,23791,"NULL","NULL","NULL"
"176","23792","Old Faithful","12259980",0,"1","0","0",0,0,0,0,0,1,0,"2.25m","BoekelUpload","OFVCL-EV","",1335331074,1335331074,23792,"NULL","NULL","NULL"
"177","23793","Old Faithful","12262920",0,"1","0","0",0,0,0,0,1,0,0,"4.25m","BoekelUpload","OFVCL-EV","",1335331075,1335331075,23793,"NULL","NULL","NULL"
"178","23797","Old Faithful","12318720",0,"1","0","0",0,0,0,0,0,1,0,"3.5m","BoekelUpload","OFVCL-EV","",1335331183,1335331183,23797,"NULL","NULL","NULL"
"179","23798","Old Faithful","12322620",0,"1","0","0",0,0,0,0,1,0,0,"4m","BoekelUpload","OFVCL-EV","",1335331183,1335331183,23798,"NULL","NULL","NULL"
"180","23799","Old Faithful","12326820",0,"1","0","0",0,0,0,0,0,1,0,"2m","BoekelUpload","OFVCL-EV","",1335331183,1335331183,23799,"NULL","NULL","NULL"
"181","23800","Old Faithful","12329580",0,"1","0","0",0,0,0,0,1,0,0,"4m","BoekelUpload","OFVCL-EV","",1335331183,1335331183,23800,"NULL","NULL","NULL"
"182","23801","Old Faithful","12334140",0,"1","0","0",0,0,0,0,0,1,0,"2m","BoekelUpload","OFVCL-EV","",1335331183,1335331183,23801,"NULL","NULL","NULL"
"183","23802","Old Faithful","12337200",0,"1","0","0",0,0,0,0,1,0,0,"4m","BoekelUpload","OFVCL-EV","",1335331183,1335331183,23802,"NULL","NULL","NULL"
"184","23803","Old Faithful","12341520",0,"1","0","0",0,0,0,0,0,1,0,"2m","BoekelUpload","OFVCL-EV","",1335331183,1335331183,23803,"NULL","NULL","NULL"
"185","23804","Old Faithful","12344400",0,"1","0","0",0,0,0,0,1,0,0,"4m","BoekelUpload","OFVCL-EV","",1335331183,1335331183,23804,"NULL","NULL","NULL"
"186","23805","Old Faithful","12348840",0,"1","0","0",0,0,0,0,0,1,0,"2m","BoekelUpload","OFVCL-EV","",1335331183,1335331183,23805,"NULL","NULL","NULL"
"187","23806","Old Faithful","12351540",0,"1","0","0",0,0,0,0,0,0,0,"","BoekelUpload","OFVCL-EV","",1335331183,1335331183,23806,"NULL","NULL","NULL"
"188","23810","Old Faithful","12408360",0,"1","0","0",0,0,0,0,1,0,0,"3.75m","BoekelUpload","OFVCL-EV","",1335331247,1335331247,23810,"NULL","NULL","NULL"
"189","23811","Old Faithful","12412380",0,"1","0","0",0,0,0,0,0,1,0,"2.25m","BoekelUpload","OFVCL-EV","",1335331247,1335331247,23811,"NULL","NULL","NULL"
"190","23812","Old Faithful","12415320",0,"1","0","0",0,0,0,0,1,0,0,"4.25m","BoekelUpload","OFVCL-EV","",1335331247,1335331247,23812,"NULL","NULL","NULL"
"191","23813","Old Faithful","12419880",0,"1","0","0",0,0,0,0,0,1,0,"1.75m","BoekelUpload","OFVCL-EV","",1335331247,1335331247,23813,"NULL","NULL","NULL"
"192","23814","Old Faithful","12422580",0,"1","0","0",0,0,0,0,1,0,0,"4.25m","BoekelUpload","OFVCL-EV","",1335331247,1335331247,23814,"NULL","NULL","NULL"
"193","23815","Old Faithful","12427800",0,"1","0","0",0,0,0,0,0,1,0,"2m","BoekelUpload","OFVCL-EV","",1335331247,1335331247,23815,"NULL","NULL","NULL"
"194","23816","Old Faithful","12430800",0,"1","0","0",0,0,0,0,1,0,0,"3.75m","BoekelUpload","OFVCL-EV","",1335331247,1335331247,23816,"NULL","NULL","NULL"
"195","23817","Old Faithful","12435420",0,"1","0","0",0,0,0,0,0,1,0,"2m","BoekelUpload","OFVCL-EV","",1335331247,1335331247,23817,"NULL","NULL","NULL"
"196","23818","Old Faithful","12438840",0,"1","0","0",0,0,0,0,1,0,0,"4m","BoekelUpload","OFVCL-EV","",1335331247,1335331247,23818,"NULL","NULL","NULL"
"197","23822","Old Faithful","12493200",0,"1","0","0",0,0,0,0,0,1,0,"2.25m","BoekelUpload","OFVCL-EV","",1335331284,1335331284,23822,"NULL","NULL","NULL"
"198","23823","Old Faithful","12496500",0,"1","0","0",0,0,0,0,1,0,0,"4m","BoekelUpload","OFVCL-EV","",1335331284,1335331284,23823,"NULL","NULL","NULL"
"199","23824","Old Faithful","12500880",0,"1","0","0",0,0,0,0,0,1,0,"2m","BoekelUpload","OFVCL-EV","",1335331284,1335331284,23824,"NULL","NULL","NULL"
"200","23825","Old Faithful","12503880",0,"1","0","0",0,0,0,0,1,0,0,"4.5m","BoekelUpload","OFVCL-EV","",1335331284,1335331284,23825,"NULL","NULL","NULL"
